Symbol,Description,Price,Price - Currency,Performance % 1 week,Performance % 1 month,Performance % 3 months,Performance % 6 months,Performance % 1 year
SPY,State Street SPDR S&P 500 ETF,737.6199951171875,USD,2.7311576558610495,8.559734386679164,6.583243897829294,10.668194114016426,32.03478153706041
